GO	GENE	CLASS
GO:0034227	NCU04177	BP
GO:0005737	NCU04177	CC
GO:0016070	NCU04187	BP
GO:0045292	NCU04187	BP
GO:0051028	NCU04187	BP
GO:0005846	NCU04187	CC
GO:0000339	NCU04187	MF
GO:0042546	NCU04189	BP
GO:0000145	NCU04190	CC
GO:0090522	NCU04190	BP
GO:0000145	NCU04190	CC
GO:0006904	NCU04190	BP
GO:0008270	NCU04192	MF
GO:0004177	NCU04192	MF
GO:0006508	NCU04192	BP
GO:0004177	NCU04192	MF
GO:0022857	NCU04195	MF
GO:0016021	NCU04195	CC
GO:0055085	NCU04195	BP
GO:0022857	NCU04195	MF
GO:0055085	NCU04195	BP
GO:0016020	NCU04195	CC
GO:0016429	NCU04196	MF
GO:0030488	NCU04196	BP
GO:0031515	NCU04196	CC
GO:0016021	NCU04201	CC
GO:0005975	NCU04203	BP
GO:0004553	NCU04203	MF
GO:0030246	NCU04203	MF
GO:0005975	NCU04203	BP
GO:0003824	NCU04203	MF
GO:0004190	NCU04205	MF
GO:0006508	NCU04205	BP
GO:0055085	NCU04207	BP
GO:0016020	NCU04207	CC
GO:0005509	NCU04207	MF
GO:0003700	NCU04211	MF
GO:0006355	NCU04211	BP
GO:0022857	NCU03789	MF
GO:0022857	NCU03789	MF
GO:0055085	NCU03789	BP
GO:0006874	NCU03790	BP
GO:0046856	NCU03792	BP
GO:0005515	NCU03792	MF
GO:0016491	NCU03793	MF
GO:0005515	NCU03794	MF
GO:0005525	NCU03795	MF
GO:0004672	NCU03796	MF
GO:0005515	NCU03797	MF
GO:0006511	NCU03797	BP
GO:0036459	NCU03797	MF
GO:0016579	NCU03797	BP
GO:0036459	NCU03797	MF
GO:0045039	NCU03798	BP
GO:0042721	NCU03798	CC
GO:0005681	NCU03799	CC
GO:0000398	NCU03799	BP
GO:0016491	NCU03802	MF
GO:0055114	NCU03802	BP
GO:0016491	NCU03803	MF
GO:0019441	NCU03805	BP
GO:0004061	NCU03805	MF
GO:0005840	NCU03806	CC
GO:0003735	NCU03806	MF
GO:0006412	NCU03806	BP
GO:0015934	NCU03806	CC
GO:0006412	NCU03806	BP
GO:0003735	NCU03806	MF
GO:0003676	NCU03808	MF
GO:0005524	NCU03808	MF
GO:0004386	NCU03808	MF
GO:0016592	NCU03809	CC
GO:0003712	NCU03809	MF
GO:0006357	NCU03809	BP
GO:0008863	NCU03813	MF
GO:0055114	NCU03813	BP
GO:0051287	NCU03813	MF
GO:0051287	NCU03813	MF
GO:0016616	NCU03813	MF
GO:0055114	NCU03813	BP
GO:0006429	NCU03814	BP
GO:0000166	NCU03814	MF
GO:0004823	NCU03814	MF
GO:0005524	NCU03814	MF
GO:0002161	NCU03814	MF
GO:0006418	NCU03814	BP
GO:0000166	NCU03814	MF
GO:0004812	NCU03814	MF
GO:0006418	NCU03814	BP
GO:0005524	NCU03814	MF
GO:0004812	NCU03814	MF
GO:0006418	NCU03814	BP
GO:0022857	NCU03815	MF
GO:0016020	NCU03815	CC
GO:0055085	NCU03815	BP
GO:0000166	NCU03818	MF
GO:0016021	NCU03818	CC
GO:0016021	NCU03818	CC
GO:0015914	NCU03818	BP
GO:0000287	NCU03818	MF
GO:0005524	NCU03818	MF
GO:0140326	NCU03818	MF
GO:0000469	NCU03824	BP
GO:0005515	NCU03826	MF
GO:0003746	NCU03826	MF
GO:0006414	NCU03826	BP
GO:0005840	NCU03827	CC
GO:0006412	NCU03827	BP
GO:0003735	NCU03827	MF
GO:0005840	NCU03827	CC
GO:0003735	NCU03827	MF
GO:0006412	NCU03827	BP
GO:0055114	NCU04231	BP
GO:0016627	NCU04231	MF
GO:0004674	NCU04233	MF
GO:0006468	NCU04233	BP
GO:0005524	NCU04233	MF
GO:0020037	NCU04234	MF
GO:0055114	NCU04234	BP
GO:0005506	NCU04234	MF
GO:0016705	NCU04234	MF
GO:0055114	NCU04234	BP
GO:0016705	NCU04234	MF
GO:0003824	NCU04237	MF
GO:0005515	NCU04238	MF
GO:0003677	NCU04242	MF
GO:0004386	NCU04242	MF
GO:0005737	NCU04242	CC
GO:0008270	NCU04242	MF
GO:0000184	NCU04242	BP
GO:0005524	NCU04242	MF
GO:0016020	NCU04244	CC
GO:0016192	NCU04244	BP
GO:0016020	NCU04244	CC
GO:0005515	NCU04245	MF
GO:0006886	NCU04245	BP
GO:0015450	NCU04245	MF
GO:0005741	NCU04245	CC
GO:0016758	NCU04251	MF
GO:0004100	NCU04251	MF
GO:0004100	NCU04251	MF
GO:0004100	NCU04251	MF
GO:0006031	NCU04251	BP
GO:0016192	NCU04252	BP
GO:0006904	NCU04252	BP
GO:0046872	NCU04254	MF
GO:0005515	NCU04255	MF
GO:0016491	NCU04260	MF
GO:0055114	NCU04260	BP
GO:0031418	NCU04260	MF
GO:0055114	NCU04260	BP
GO:0005506	NCU04260	MF
GO:0016705	NCU04260	MF
GO:0016052	NCU04262	BP
GO:0008496	NCU04262	MF
GO:0003824	NCU04262	MF
GO:0006807	NCU04264	BP
GO:0004356	NCU04264	MF
GO:0016787	NCU04264	MF
GO:0003824	NCU04264	MF
GO:0005975	NCU04265	BP
GO:0004553	NCU04265	MF
GO:0055114	NCU04268	BP
GO:0071949	NCU04108	MF
GO:0050660	NCU04108	MF
GO:0016491	NCU04108	MF
GO:0055114	NCU04108	BP
GO:0050660	NCU04108	MF
GO:0005515	NCU04109	MF
GO:0008270	NCU04110	MF
GO:0003676	NCU04110	MF
GO:0003723	NCU04110	MF
GO:0045131	NCU04110	MF
GO:0003723	NCU04110	MF
GO:0000398	NCU04110	BP
GO:0003676	NCU04110	MF
GO:0016787	NCU04111	MF
GO:0006886	NCU04115	BP
GO:0016192	NCU04115	BP
GO:0030130	NCU04115	CC
GO:0030132	NCU04115	CC
GO:0005198	NCU04115	MF
GO:0016021	NCU04117	CC
GO:0055085	NCU04117	BP
GO:0042626	NCU04117	MF
GO:0005524	NCU04117	MF
GO:0016021	NCU04117	CC
GO:0005524	NCU04117	MF
GO:0016887	NCU04117	MF
GO:0005524	NCU04117	MF
GO:0042626	NCU04117	MF
GO:0005524	NCU04117	MF
GO:0055085	NCU04117	BP
GO:0004072	NCU04118	MF
GO:0008652	NCU04118	BP
GO:0016192	NCU04119	BP
GO:0016020	NCU04119	CC
GO:0006886	NCU04119	BP
GO:0031201	NCU04119	CC
GO:0006886	NCU04119	BP
GO:0005484	NCU04119	MF
GO:0016020	NCU04119	CC
GO:0005509	NCU04120	MF
GO:0005509	NCU04120	MF
GO:0019722	NCU04120	BP
GO:0006886	NCU04121	BP
GO:0016192	NCU04121	BP
GO:0030117	NCU04121	CC
GO:0030121	NCU04121	CC
GO:0016192	NCU04121	BP
GO:0005794	NCU04121	CC
GO:0006886	NCU04121	BP
GO:0016192	NCU04121	BP
GO:0006891	NCU04124	BP
GO:0030173	NCU04124	CC
GO:0016192	NCU04125	BP
GO:0006886	NCU04127	BP
GO:0006605	NCU04127	BP
GO:0016020	NCU04127	CC
GO:0016020	NCU04127	CC
GO:0015450	NCU04127	MF
GO:0015031	NCU04127	BP
GO:0032259	NCU04129	BP
GO:0008168	NCU04129	MF
GO:0034508	NCU04131	BP
GO:0000776	NCU04131	CC
GO:0016592	NCU04135	CC
GO:0003712	NCU04135	MF
GO:0006357	NCU04135	BP
GO:0005515	NCU04136	MF
GO:0035091	NCU04137	MF
GO:0005762	NCU04138	CC
GO:0003735	NCU04138	MF
GO:0032543	NCU04138	BP
GO:0010181	NCU04139	MF
GO:0003755	NCU04140	MF
GO:0051082	NCU04142	MF
GO:0005524	NCU04142	MF
GO:0006457	NCU04142	BP
GO:0051082	NCU04142	MF
GO:0006457	NCU04142	BP
GO:0005524	NCU04142	MF
GO:0004672	NCU04143	MF
GO:0006468	NCU04143	BP
GO:0004672	NCU04143	MF
GO:0006468	NCU04143	BP
GO:0005524	NCU04143	MF
GO:0008374	NCU04144	MF
GO:0005525	NCU04149	MF
GO:0003924	NCU04149	MF
GO:0006400	NCU04149	BP
GO:0005515	NCU04149	MF
GO:0005525	NCU04149	MF
GO:0001522	NCU04153	BP
GO:0003723	NCU04153	MF
GO:0009982	NCU04153	MF
GO:0009451	NCU04153	BP
GO:0006396	NCU04153	BP
GO:0005085	NCU04154	MF
GO:0003723	NCU04155	MF
GO:0000178	NCU04155	CC
GO:0006396	NCU04155	BP
GO:0000178	NCU04155	CC
GO:0032040	NCU04159	CC
GO:0016021	NCU04161	CC
GO:0055085	NCU04161	BP
GO:0042626	NCU04161	MF
GO:0005524	NCU04161	MF
GO:0016887	NCU04161	MF
GO:0005524	NCU04161	MF
GO:0016021	NCU04161	CC
GO:0005524	NCU04161	MF
GO:0016021	NCU03592	CC
GO:0015914	NCU03592	BP
GO:0000287	NCU03592	MF
GO:0005524	NCU03592	MF
GO:0140326	NCU03592	MF
GO:0000166	NCU03592	MF
GO:0016021	NCU03592	CC
GO:0003677	NCU03593	MF
GO:0000981	NCU03593	MF
GO:0006355	NCU03593	BP
GO:0006260	NCU03597	BP
GO:0003677	NCU03597	MF
GO:0005886	NCU03601	CC
GO:0006629	NCU03602	BP
GO:0008081	NCU03602	MF
GO:0020037	NCU03603	MF
GO:0016787	NCU03605	MF
GO:0003677	NCU03606	MF
GO:0006260	NCU03606	BP
GO:0005634	NCU03606	CC
GO:0003676	NCU03606	MF
GO:0003677	NCU03606	MF
GO:0006310	NCU03606	BP
GO:0005634	NCU03606	CC
GO:0006260	NCU03606	BP
GO:0006281	NCU03606	BP
GO:0055114	NCU03608	BP
GO:0055114	NCU03608	BP
GO:0004455	NCU03608	MF
GO:0016491	NCU03608	MF
GO:0055114	NCU03608	BP
GO:0009082	NCU03608	BP
GO:0016491	NCU03608	MF
GO:0055114	NCU03608	BP
GO:0055114	NCU03608	BP
GO:0004455	NCU03608	MF
GO:0009082	NCU03608	BP
GO:0004100	NCU03611	MF
GO:0006031	NCU03611	BP
GO:0004100	NCU03611	MF
GO:0016758	NCU03611	MF
GO:0004100	NCU03611	MF
GO:0005525	NCU03616	MF
GO:0016020	NCU03616	CC
GO:0007165	NCU03616	BP
GO:0005525	NCU03616	MF
GO:0003924	NCU03616	MF
GO:0005525	NCU03616	MF
GO:0016787	NCU03617	MF
GO:0019120	NCU03617	MF
GO:0005938	NCU03621	CC
GO:0005515	NCU03621	MF
GO:0032065	NCU03621	BP
GO:0005543	NCU03621	MF
GO:0005515	NCU03622	MF
GO:0006396	NCU03625	BP
GO:0005681	NCU03625	CC
GO:0000387	NCU03625	BP
GO:0005515	NCU03628	MF
GO:0006364	NCU03628	BP
GO:0032040	NCU03628	CC
GO:0071821	NCU03629	CC
GO:0046982	NCU03629	MF
GO:0008318	NCU03632	MF
GO:0018342	NCU03632	BP
GO:0005524	NCU03633	MF
GO:0004496	NCU03633	MF
GO:0005737	NCU03633	CC
GO:0008299	NCU03633	BP
GO:0005524	NCU03633	MF
GO:0005840	NCU03635	CC
GO:0003735	NCU03635	MF
GO:0006412	NCU03635	BP
GO:0004222	NCU03637	MF
GO:0006508	NCU03637	BP
GO:0008233	NCU03637	MF
GO:0071586	NCU03637	BP
GO:0005840	NCU03638	CC
GO:0006412	NCU03638	BP
GO:0003735	NCU03638	MF
GO:0042025	NCU03643	CC
GO:0008270	NCU03643	MF
GO:0000981	NCU03643	MF
GO:0006355	NCU03643	BP
GO:0003677	NCU03643	MF
GO:0005634	NCU03643	CC
GO:0006351	NCU03643	BP
GO:0008270	NCU03643	MF
GO:0008017	NCU03645	MF
GO:0004620	NCU03645	MF
GO:0006355	NCU03650	BP
GO:0005524	NCU03650	MF
GO:0046872	NCU03650	MF
GO:0006807	NCU01294	BP
GO:0070773	NCU01294	MF
GO:0008418	NCU01294	MF
GO:0000105	NCU01300	BP
GO:0004424	NCU01300	MF
GO:0003729	NCU01301	MF
GO:0042273	NCU01301	BP
GO:0007064	NCU01303	BP
GO:0000959	NCU01304	BP
GO:0005739	NCU01304	CC
GO:0016021	NCU01305	CC
GO:0004252	NCU01305	MF
GO:0006508	NCU01305	BP
GO:0016021	NCU01305	CC
GO:0004252	NCU01305	MF
GO:0000340	NCU01310	MF
GO:0003729	NCU01310	MF
GO:0005515	NCU01315	MF
GO:0005840	NCU01317	CC
GO:0006412	NCU01317	BP
GO:0003735	NCU01317	MF
GO:0090114	NCU01318	BP
GO:0030127	NCU01318	CC
GO:0006886	NCU01318	BP
GO:0006888	NCU01318	BP
GO:0030127	NCU01318	CC
GO:0006886	NCU01318	BP
GO:0006888	NCU01318	BP
GO:0030127	NCU01318	CC
GO:0008270	NCU01318	MF
GO:0005515	NCU01319	MF
GO:0003677	NCU01321	MF
GO:0006281	NCU01321	BP
GO:0016779	NCU01321	MF
GO:0003677	NCU01321	MF
GO:0034061	NCU01321	MF
GO:0003677	NCU01321	MF
GO:0003887	NCU01321	MF
GO:0006367	NCU01322	BP
GO:0046982	NCU01323	MF
GO:0008278	NCU01323	CC
GO:0007064	NCU01323	BP
GO:0003682	NCU01323	MF
GO:0051276	NCU01323	BP
GO:0005694	NCU01323	CC
GO:0005515	NCU01323	MF
GO:0005524	NCU01323	MF
GO:0004802	NCU01328	MF
GO:0003824	NCU01328	MF
GO:0042578	NCU01330	MF
GO:0003723	NCU01331	MF
GO:0005730	NCU01331	CC
GO:0042254	NCU01331	BP
GO:1990904	NCU01331	CC
GO:1902600	NCU01332	BP
GO:0015078	NCU01332	MF
GO:0033179	NCU01332	CC
GO:0033177	NCU01332	CC
GO:1902600	NCU01332	BP
GO:0015078	NCU01332	MF
GO:0055114	NCU01333	BP
GO:0016628	NCU01333	MF
GO:0016126	NCU01333	BP
GO:0016020	NCU01333	CC
GO:0016628	NCU01333	MF
GO:0004672	NCU01335	MF
GO:0006468	NCU01335	BP
GO:0005524	NCU01335	MF
GO:0004672	NCU01335	MF
GO:0006468	NCU01335	BP
GO:0005524	NCU01335	MF
GO:0005524	NCU01337	MF
GO:0009058	NCU01337	BP
GO:0004326	NCU01337	MF
GO:0009396	NCU01337	BP
GO:0005524	NCU01337	MF
GO:0016874	NCU01337	MF
GO:0005524	NCU01337	MF
GO:0009058	NCU01337	BP
GO:0008270	NCU01341	MF
GO:0003676	NCU01341	MF
GO:0005634	NCU01341	CC
GO:0005685	NCU01341	CC
GO:0000398	NCU01341	BP
GO:0000387	NCU01341	BP
GO:0008270	NCU01341	MF
GO:0003676	NCU01341	MF
GO:0008270	NCU01341	MF
GO:0005739	NCU01343	CC
GO:0018293	NCU01343	BP
GO:0007059	NCU01344	BP
GO:0000444	NCU01344	CC
GO:0051301	NCU01344	BP
GO:0005515	NCU01347	MF
GO:0046872	NCU01348	MF
GO:0016813	NCU01348	MF
GO:0046872	NCU01348	MF
GO:0005975	NCU01353	BP
GO:0004553	NCU01353	MF
GO:0005515	NCU03668	MF
GO:0005634	NCU03669	CC
GO:0006364	NCU03669	BP
GO:0008168	NCU03669	MF
GO:0008649	NCU03669	MF
GO:0031167	NCU03669	BP
GO:0001510	NCU03669	BP
GO:0008168	NCU03669	MF
GO:0032259	NCU03669	BP
GO:0008168	NCU03669	MF
GO:0005515	NCU03675	MF
GO:0000139	NCU03675	CC
GO:0032933	NCU03675	BP
GO:0032934	NCU03675	MF
GO:0005789	NCU03675	CC
GO:0005515	NCU03678	MF
GO:0006606	NCU03690	BP
GO:0006886	NCU03690	BP
GO:0008536	NCU03690	MF
GO:0043248	NCU03691	BP
GO:0016491	NCU03693	MF
GO:0008654	NCU03695	BP
GO:0004609	NCU03695	MF
GO:0005739	NCU03695	CC
GO:0004609	NCU03695	MF
GO:0016491	NCU03696	MF
GO:0016657	NCU03696	MF
GO:0034599	NCU03696	BP
GO:0016491	NCU03697	MF
GO:0055114	NCU03697	BP
GO:0003723	NCU03702	MF
GO:0008168	NCU03702	MF
GO:0006364	NCU03702	BP
GO:0005840	NCU03703	CC
GO:0006412	NCU03703	BP
GO:0003735	NCU03703	MF
GO:0015934	NCU03703	CC
GO:0003735	NCU03703	MF
GO:0006412	NCU03703	BP
GO:0005840	NCU03703	CC
GO:0003735	NCU03703	MF
GO:0006412	NCU03703	BP
GO:0006511	NCU03704	BP
GO:0004843	NCU03704	MF
GO:0016579	NCU03704	BP
GO:0004843	NCU03704	MF
GO:0004843	NCU03704	MF
GO:0006511	NCU03704	BP
GO:0004392	NCU03709	MF
GO:0055114	NCU03709	BP
GO:0006788	NCU03709	BP
GO:0005525	NCU03711	MF
GO:0005525	NCU03711	MF
GO:0003924	NCU03711	MF
GO:0016787	NCU03713	MF
GO:0045454	NCU03714	BP
GO:0003777	NCU03715	MF
GO:0008017	NCU03715	MF
GO:0007018	NCU03715	BP
GO:0005524	NCU03715	MF
GO:0007018	NCU03715	BP
GO:0003777	NCU03715	MF
GO:0007018	NCU03715	BP
GO:0003777	NCU03715	MF
GO:0005524	NCU03715	MF
GO:0003723	NCU03717	MF
GO:0003743	NCU03717	MF
GO:0006413	NCU03717	BP
GO:0016787	NCU03718	MF
GO:0005515	NCU03719	MF
GO:0016567	NCU03719	BP
GO:0004842	NCU03719	MF
GO:0042025	NCU03728	CC
GO:0008270	NCU03728	MF
GO:0000981	NCU03728	MF
GO:0006355	NCU03728	BP
GO:0019988	NCU03730	BP
GO:0043399	NCU03730	MF
GO:0016787	NCU03731	MF
GO:0051082	NCU03732	MF
GO:0006457	NCU03732	BP
GO:0003746	NCU03737	MF
GO:0005525	NCU03737	MF
GO:0006414	NCU03737	BP
GO:0003924	NCU03737	MF
GO:0005525	NCU03737	MF
GO:0005525	NCU03737	MF
GO:0005840	NCU03738	CC
GO:0006412	NCU03738	BP
GO:0003735	NCU03738	MF
GO:0005840	NCU03738	CC
GO:0003735	NCU03738	MF
GO:0006412	NCU03738	BP
GO:0008270	NCU03738	MF
GO:0003735	NCU03738	MF
GO:0005783	NCU03739	CC
GO:0003756	NCU03739	MF
GO:0045454	NCU03739	BP
GO:0008270	NCU03740	MF
GO:0006741	NCU03741	BP
GO:0003951	NCU03741	MF
GO:0003951	NCU03741	MF
GO:0003951	NCU03741	MF
GO:0019674	NCU03741	BP
GO:0004357	NCU01157	MF
GO:0006750	NCU01157	BP
GO:0003824	NCU01157	MF
GO:0003676	NCU01160	MF
GO:0005524	NCU01160	MF
GO:0035556	NCU01161	BP
GO:0005515	NCU01161	MF
GO:0005515	NCU01163	MF
GO:0035101	NCU01164	CC
GO:0016020	NCU01165	CC
GO:0006397	NCU01167	BP
GO:0016491	NCU01169	MF
GO:0055114	NCU01169	BP
GO:0003824	NCU01170	MF
GO:0003677	NCU01171	MF
GO:0005524	NCU01171	MF
GO:0006270	NCU01171	BP
GO:0042555	NCU01171	CC
GO:0003688	NCU01171	MF
GO:0005634	NCU01171	CC
GO:0005524	NCU01171	MF
GO:0006270	NCU01171	BP
GO:0003677	NCU01171	MF
GO:0006260	NCU01171	BP
GO:0005524	NCU01171	MF
GO:0000938	NCU01172	CC
GO:0042147	NCU01172	BP
GO:0042147	NCU01172	BP
GO:0005515	NCU01174	MF
GO:0005680	NCU01174	CC
GO:0030071	NCU01174	BP
GO:0016765	NCU01175	MF
GO:0008299	NCU01175	BP
GO:0008299	NCU01175	BP
GO:0030150	NCU01179	BP
GO:0008320	NCU01179	MF
GO:0005741	NCU01179	CC
GO:0005741	NCU01179	CC
GO:0055085	NCU01179	BP
GO:0055114	NCU01181	BP
GO:0016627	NCU01181	MF
GO:0055114	NCU01181	BP
GO:0050660	NCU01181	MF
GO:0016627	NCU01181	MF
GO:0005525	NCU01183	MF
GO:0003723	NCU01184	MF
GO:0046872	NCU01184	MF
GO:0003676	NCU01184	MF
GO:0045292	NCU01184	BP
GO:0017070	NCU01184	MF
GO:0036002	NCU01184	MF
GO:0000387	NCU01184	BP
GO:0016151	NCU01185	MF
GO:0006807	NCU01185	BP
GO:0004672	NCU01187	MF
GO:0006468	NCU01187	BP
GO:0005515	NCU01187	MF
GO:0005524	NCU01187	MF
GO:0004672	NCU01187	MF
GO:0006468	NCU01187	BP
GO:0005524	NCU01187	MF
GO:0004694	NCU01187	MF
GO:0006468	NCU01187	BP
GO:0010998	NCU01187	BP
GO:0000077	NCU01187	BP
GO:0045048	NCU01190	BP
GO:0005515	NCU01190	MF
GO:0003676	NCU01192	MF
GO:0003887	NCU01192	MF
GO:0003676	NCU01192	MF
GO:0000166	NCU01192	MF
GO:0003676	NCU01192	MF
GO:0000166	NCU01192	MF
GO:0003677	NCU01192	MF
GO:0000166	NCU01192	MF
GO:0055114	NCU01193	BP
GO:0050660	NCU01193	MF
GO:0016614	NCU01193	MF
GO:0055114	NCU01193	BP
GO:0016614	NCU01193	MF
GO:0016491	NCU01195	MF
GO:0055114	NCU01195	BP
GO:0006520	NCU01195	BP
GO:0016639	NCU01195	MF
GO:0055114	NCU01195	BP
GO:0016639	NCU01195	MF
GO:0003723	NCU01197	MF
GO:0004540	NCU01197	MF
GO:0016973	NCU01198	BP
GO:0005643	NCU01198	CC
GO:0016192	NCU01199	BP
GO:0016020	NCU01199	CC
GO:0048193	NCU01199	BP
GO:0016020	NCU01199	CC
GO:0046982	NCU01201	MF
GO:0009272	NCU01202	BP
GO:0006078	NCU01202	BP
GO:0005515	NCU01206	MF
GO:0048188	NCU01206	CC
GO:0034968	NCU01206	BP
GO:0018024	NCU01206	MF
GO:0003676	NCU01206	MF
GO:0005524	NCU01207	MF
GO:0046034	NCU01207	BP
GO:1902600	NCU01207	BP
GO:0046034	NCU01207	BP
GO:1902600	NCU01207	BP
GO:0046961	NCU01207	MF
GO:0033180	NCU01207	CC
GO:0042025	NCU01209	CC
GO:0008270	NCU01209	MF
GO:0000981	NCU01209	MF
GO:0006355	NCU01209	BP
GO:0009058	NCU01210	BP
GO:0046872	NCU01213	MF
GO:0055114	NCU01213	BP
GO:0004784	NCU01213	MF
GO:0006801	NCU01213	BP
GO:0046872	NCU01213	MF
GO:0055114	NCU01213	BP
GO:0006801	NCU01213	BP
GO:0004784	NCU01213	MF
GO:0047617	NCU01215	MF
GO:0005515	NCU01216	MF
GO:0016872	NCU01218	MF
GO:0009055	NCU01219	MF
GO:0015035	NCU01219	MF
GO:0045454	NCU01219	BP
GO:0045454	NCU01219	BP
GO:0009055	NCU01219	MF
GO:0005515	NCU01220	MF
GO:0005689	NCU01220	CC
GO:0000398	NCU01220	BP
GO:0051087	NCU01220	MF
GO:0005524	NCU01224	MF
GO:0036402	NCU01224	MF
GO:0030163	NCU01224	BP
GO:0016787	NCU01224	MF
GO:0005737	NCU01224	CC
GO:0005515	NCU01225	MF
GO:0003824	NCU01227	MF
GO:0051536	NCU01229	MF
GO:0003824	NCU01229	MF
GO:0008080	NCU01229	MF
GO:0016021	NCU01231	CC
GO:0022857	NCU01231	MF
GO:0055085	NCU01231	BP
GO:0022857	NCU01231	MF
GO:0016491	NCU01233	MF
GO:0055114	NCU01233	BP
GO:0003676	NCU01234	MF
GO:0005524	NCU01234	MF
GO:0003723	NCU01235	MF
GO:0005681	NCU01235	CC
GO:0000398	NCU01235	BP
GO:0008270	NCU01235	MF
GO:0003676	NCU01235	MF
GO:0005634	NCU01235	CC
GO:0017108	NCU01236	MF
GO:0033557	NCU01236	CC
GO:0006281	NCU01236	BP
GO:0003677	NCU01238	MF
GO:0005509	NCU01241	MF
GO:0005347	NCU01241	MF
GO:0055085	NCU01241	BP
GO:0042025	NCU01242	CC
GO:0016592	NCU00998	CC
GO:0003712	NCU00998	MF
GO:0006357	NCU00998	BP
GO:0005515	NCU01002	MF
GO:0006890	NCU01002	BP
GO:0005198	NCU01002	MF
GO:0008654	NCU01004	BP
GO:0004609	NCU01004	MF
GO:0005509	NCU01004	MF
GO:0031511	NCU01005	CC
GO:0005515	NCU01006	MF
GO:0005840	NCU01007	CC
GO:0006412	NCU01007	BP
GO:0003735	NCU01007	MF
GO:0019843	NCU01008	MF
GO:0003723	NCU01008	MF
GO:0016311	NCU01010	BP
GO:0016791	NCU01010	MF
GO:0016311	NCU01010	BP
GO:0004725	NCU01010	MF
GO:0003824	NCU01013	MF
GO:0004655	NCU01013	MF
GO:0046872	NCU01013	MF
GO:0033014	NCU01013	BP
GO:0016747	NCU01014	MF
GO:0003676	NCU01019	MF
GO:0005852	NCU01021	CC
GO:0003743	NCU01021	MF
GO:0031369	NCU01021	MF
GO:0006413	NCU01021	BP
GO:0070122	NCU01021	MF
GO:0008237	NCU01021	MF
GO:0005515	NCU01021	MF
GO:0005634	NCU01022	CC
GO:0005840	NCU01023	CC
GO:0006412	NCU01023	BP
GO:0003735	NCU01023	MF
GO:0005840	NCU01023	CC
GO:0003735	NCU01023	MF
GO:0006412	NCU01023	BP
GO:0044284	NCU01024	CC
GO:0061617	NCU01024	CC
GO:0042407	NCU01024	BP
GO:0004222	NCU01041	MF
GO:0006508	NCU01041	BP
GO:0005525	NCU01042	MF
GO:0003924	NCU01042	MF
GO:0005525	NCU01042	MF
GO:0016020	NCU01042	CC
GO:0007165	NCU01042	BP
GO:0046856	NCU01047	BP
GO:0043386	NCU01051	BP
GO:0006367	NCU01054	BP
GO:0005672	NCU01054	CC
GO:0015109	NCU01055	MF
GO:0015703	NCU01055	BP
GO:0005509	NCU01059	MF
GO:0004571	NCU01059	MF
GO:0016020	NCU01059	CC
GO:0003824	NCU01059	MF
GO:0004571	NCU01059	MF
GO:0005509	NCU01059	MF
GO:0016020	NCU01059	CC
GO:0016787	NCU01061	MF
GO:0072488	NCU01065	BP
GO:0008519	NCU01065	MF
GO:0016020	NCU01065	CC
GO:0015696	NCU01065	BP
GO:0008519	NCU01065	MF
GO:0016020	NCU01065	CC
GO:0016491	NCU01066	MF
GO:0055114	NCU01066	BP
GO:0016538	NCU01067	MF
GO:0042025	NCU01067	CC
GO:0006357	NCU01067	BP
GO:0005737	NCU01068	CC
GO:0005515	NCU01068	MF
GO:0005737	NCU01069	CC
GO:0005515	NCU01069	MF
GO:0007015	NCU01069	BP
GO:0004045	NCU01070	MF
GO:0055114	NCU01078	BP
GO:0051287	NCU01078	MF
GO:0051287	NCU01078	MF
GO:0016616	NCU01078	MF
GO:0055114	NCU01078	BP
GO:0005515	NCU01081	MF
GO:0006597	NCU01083	BP
GO:0004014	NCU01083	MF
GO:0008295	NCU01083	BP
GO:0008295	NCU01083	BP
GO:0004014	NCU01083	MF
GO:0004014	NCU01083	MF
GO:0016226	NCU01084	BP
GO:0051539	NCU01084	MF
GO:0020037	NCU01086	MF
GO:0055114	NCU01086	BP
GO:0005506	NCU01086	MF
GO:0016705	NCU01086	MF
GO:0055114	NCU01086	BP
GO:0016705	NCU01086	MF
GO:0003676	NCU01087	MF
GO:0005515	NCU01090	MF
GO:0006351	NCU01090	BP
GO:0008134	NCU01090	MF
GO:0006915	NCU01090	BP
GO:0005515	NCU01091	MF
GO:0016491	NCU01092	MF
GO:0016787	NCU01093	MF
GO:0016491	NCU01094	MF
GO:0055114	NCU01094	BP
GO:0050660	NCU01094	MF
GO:0071949	NCU01094	MF
GO:0050660	NCU01094	MF
GO:0022857	NCU01095	MF
GO:0055085	NCU01095	BP
GO:0022857	NCU01095	MF
GO:0042025	NCU01097	CC
GO:0008270	NCU01097	MF
GO:0000981	NCU01097	MF
GO:0006355	NCU01097	BP
GO:0005515	NCU01098	MF
GO:0005525	NCU01099	MF
GO:0005515	NCU01100	MF
GO:0005741	NCU01101	CC
GO:0016021	NCU01102	CC
GO:0032977	NCU01102	MF
GO:0008270	NCU01103	MF
GO:0004089	NCU01103	MF
GO:0003676	NCU01104	MF
GO:0005524	NCU01104	MF
GO:0008234	NCU01105	MF
GO:0006508	NCU01105	BP
GO:0016491	NCU01106	MF
GO:0055114	NCU01106	BP
GO:0046677	NCU01111	BP
GO:0003924	NCU05270	MF
GO:0005525	NCU05270	MF
GO:0005525	NCU05270	MF
GO:0055114	NCU07690	BP
